location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
AFG,True,True,Nangarhar,Dara-e-Nur,AF06,Nangarhar,AF0612,Dara-e-Nur,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dara-e-Nur,AF06,Nangarhar,AF0612,Dara-e-Nur,2,WAW,Women for Afghan Women,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dara-e-Nur,AF06,Nangarhar,AF0612,Dara-e-Nur,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dara-e-Nur,AF06,Nangarhar,AF0612,Dara-e-Nur,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dara-e-Nur,AF06,Nangarhar,AF0612,Dara-e-Nur,2,WHO,World Health Organization,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,ADA,Afghan Development Association,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,AWUDO,Afghan Women United Development Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,AYSO,Afghan  Youth Service Organization,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,AYSO,Afghan  Youth Service Organization,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,BDN,Bakhtar Development Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,DRC,Danish Refugee Council,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,DRC,Danish Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,HT,Halo Trust ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,IOM,International Organization for Migration,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,JACK,Just for Afghan Capacity and Knowledge,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,NRC,Norwegian Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,OCCD,Organization for Community Coordination of Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,SCI,Save the Children International,International NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,SCI,Save the Children International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,SCI,Save the Children International,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,SCI,Save the Children International,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,TdH,Terre des Hommes,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,UNICEF,United Nations Children's Fund,United Nations,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Deh Bala,AF06,Nangarhar,AF0610,Deh Bala,2,WAW,Women for Afghan Women,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,ARCIO,Afghanistan Resilience & Climate Initiative Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,AWUDO,Afghan Women United Development Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,AYSO,Afghan  Youth Service Organization,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,DRC,Danish Refugee Council,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,FGA,Future Generations Afghanistan,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,HARO,High Afghanistan Rehabilitation Organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,HT,Halo Trust ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,JACK,Just for Afghan Capacity and Knowledge,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,MOVE,MOVE Welfare Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,NPO-RRAA,Norwegian Project Office / Rural Rehabilitation Association for Afghanistan,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,SHUHADA,Shuhada Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,TdH,Terre des Hommes,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,TdH,Terre des Hommes,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,TdH,Terre des Hommes,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,UNFPA,United Nations Population Fund,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,WAW,Women for Afghan Women,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Dur Baba,AF06,Nangarhar,AF0622,Dur Baba,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,DRC,Danish Refugee Council,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,DRC,Danish Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,HN-TPO,Health Net - Trans cultural Psychosocial Organization,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,IMC,International Medical Corps,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,IOM,International Organization for Migration,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,JACK,Just for Afghan Capacity and Knowledge,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,JACK,Just for Afghan Capacity and Knowledge,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,MOVE,MOVE Welfare Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,MSF,Doctors Without Borders,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,NRC,Norwegian Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,OPHA,Organization For People's Health In Action,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,PUI,Première Urgence Internationale,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,PUI,Première Urgence Internationale,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,SCI,Save the Children International,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,UNFPA,United Nations Population Fund,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,VDO,Village Development Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,WAW,Women for Afghan Women,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Goshta,AF06,Nangarhar,AF0614,Goshta,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,ARWEO,Afghanistan Rehabilitation and Women Education Organization ,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,AWEC,Afghan Women's Education Center,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,AYSO,Afghan  Youth Service Organization,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,DDG,Danish Demining Group,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,DRC,Danish Refugee Council,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,DRC,Danish Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,DRC,Danish Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,HRDA,Human Resource Development Agency,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,HT,Halo Trust ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,IOM,International Organization for Migration,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,IR,Islamic Relief Worldwide,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,JACK,Just for Afghan Capacity and Knowledge,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,MSF,Doctors Without Borders,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,PUI,Première Urgence Internationale,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,PUI,Première Urgence Internationale,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,UNICEF,United Nations Children's Fund,United Nations,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Hesarak,AF06,Nangarhar,AF0621,Hesarak,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,ACTED,Agency for Technical Cooperation and Development,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,ACTED,Agency for Technical Cooperation and Development,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,ARADA,Agency for Rehabilitation Assistance & Development of Afghanistan,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,AWAKEN,Afghan Women and Kids Education and Necessities,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,AWUDO,Afghan Women United Development Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,AYSO,Afghan  Youth Service Organization,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,CORDAID,Catholic Organization for Relief and Development Aid,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,CWSA,Community World Services Asia,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,DRC,Danish Refugee Council,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,DRC,Danish Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,DRC,Danish Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,HEWAD,Hewad Reconstruction on Health and Humanitarian Assistance Committee,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,HN-TPO,Health Net - Trans cultural Psychosocial Organization,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,HN-TPO,Health Net - Trans cultural Psychosocial Organization,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,HOAD,Humanitarian Organization for Advocacy and Development,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,IMC,International Medical Corps,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,IOM,International Organization for Migration,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,IOM,International Organization for Migration,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,IRC,International Rescue Committee,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,JACK,Just for Afghan Capacity and Knowledge,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,JACK,Just for Afghan Capacity and Knowledge,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,JEN,Japan Emergency NGO,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,JENHO,Joint Efforts National Humanitarian Organization,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,MCPA,Mine Clearence Program for Afghanistan ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,MOVE,MOVE Welfare Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,MSI,"Management Systems International, Inc.",International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,NCRO,New Constancy and Relief Organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,NPO-RRAA,Norwegian Project Office / Rural Rehabilitation Association for Afghanistan,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,NRC,Norwegian Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,NRC,Norwegian Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,OPHA,Organization For People's Health In Action,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,ORCD,Organization for Research and Community Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,OXFAM,OXFAM,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,PUI,Première Urgence Internationale,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Nangarhar,Jalalabad,AF06,Nangarhar,AF0601,Jalalabad,2,RI,Relief International,International NGO,PRO,Protection,2025-07-01,2025-09-30
